VmhNames,MetNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D
M03153,(17Z)-hexacosenoate,MNXM741114,77221,HMDB0062452,SLM:000001213,M03153,RQIDQEBURXNDKG-KTKRTIGZSA-M,RQIDQEBURXNDKG
M03159,phylloquinol,MNXM1365698,28433,HMDB0004198,,M02829,BUFJIHPUGZHTHL-NKFFZRIASA-N,BUFJIHPUGZHTHL
M03160,a ganglioside GM4 (d18:1(4E)),MNXM729037,78482,,SLM:000489921,M03160,,
M03161,Glycogen,MNXM738131,,HMDB0000757,,M03161,BYSGBSNPRWKUQH-UJDJLXLFSA-N,BYSGBSNPRWKUQH
M03162,"5,6-dihydroxyindole",MNXM730705,27404,HMDB0004058,,CE4888,SGNZYJXNUURYCH-UHFFFAOYSA-N,SGNZYJXNUURYCH
M03163,"indole-5,6-quinone",MNXM5183,27406,HMDB0006779,,M03163,IGGVVGHJSQSLFO-UHFFFAOYSA-N,IGGVVGHJSQSLFO
M03164,D-alanyl-D-alanine,MNXM1365081,57822,HMDB0003459,,M03164,DEFJQIDDEAULHB-QWWZWVQMSA-N,DEFJQIDDEAULHB
M03165,beta-D-sedoheptulopyranose,MNXM1365579,27520,HMDB0003219,,M03165,HAIWUXASLYEWLM-BNWJMWRWSA-N,HAIWUXASLYEWLM
M03166,sedoheptulose 1-phosphate,MNXM1101891,9082,HMDB0060509,,M03166,JPTRNFAYXMBCLJ-SHUUEZRQSA-N,JPTRNFAYXMBCLJ
M03167,(5R)-5-phosphooxy-L-lysine,MNXM1365471,57882,HMDB0059600,,M03167,WLPXLNNUXMDSPG-UHNVWZDZSA-M,WLPXLNNUXMDSPG
M03168,Malonyl-CoA semialdehyde,MNXM1365604,177266,HMDB0002170,,M03168,NMEYBPUHJHMRHU-UXYNFSPESA-N,NMEYBPUHJHMRHU
M03169,insulin (human),MNXM6293,5931,,,M03169,PBGKTOXHQIOBKM-FRPNHSAJSA-N,PBGKTOXHQIOBKM
M03170,Insulin-(SH)2,MNXM1547457,,,,M03170,,
m1mpdol_L,alpha-D-Mannosyl-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol,MNXM1103827,,HMDB0062446,,m1mpdol_L,LXNPFZYOWOXRQK-SGCJZEHESA-N,LXNPFZYOWOXRQK
m1mpdol_U,"Alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog",MNXM1103825,,HMDB0062768,,m1mpdol_U,LXNPFZYOWOXRQK-WPFSCCOBSA-N,LXNPFZYOWOXRQK
m2emgacpail_hs,"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",MNXM1548663,,,,m2emgacpail_hs,,
m2gacpail_hs,dimannosyl-glucosaminyl-acylphosphatidylinositol (H3),MNXM1548664,,,,m2gacpail_hs,,
m2mn,(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine,MNXM1103678,188319,HMDB0006537,,m2mn,ANPUOEHHKRCFGW-NRDBFSGKSA-N,ANPUOEHHKRCFGW
m2mpdol_L,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m2mpdol_U,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m3emgacpail_hs,"(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)",MNXM1548665,,,,m3emgacpail_hs,,
m3gacpail_hs,trimannosyl-glucosaminyl-acylphosphatidylinositol (H4),MNXM1548666,,,,m3gacpail_hs,,
m3gacpail_prot_hs,m3gacpail_prot_hs[r],MNXM1548667,,,,m3gacpail_prot_hs,,
m3mpdol_L,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m3mpdol_U,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m4masn,(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548669,,,,m4masn,,
m4mpdol_L,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM1530219,,,,m4mpdol_L,HYYPTQKNNHAOBO-UWWLDHJCSA-N,HYYPTQKNNHAOBO
m4mpdol_U,"(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM1530220,,,,m4mpdol_U,HYYPTQKNNHAOBO-UHFFFAOYSA-L,HYYPTQKNNHAOBO
m5masnB1,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548670,,,,m5masnB1,,
m5masnB2,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548671,,,,m5masnB2,,
m5masnC,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548672,,,,m5masnC,,
m5mpdol_L,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m5mpdol_U,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m6masnA,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548673,,,,m6masnA,,
m6masnB1,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548674,,,,m6masnB1,,
m6masnB2,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548675,,,,m6masnB2,,
m6masnC,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548676,,,,m6masnC,,
m6mpdol_L,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m6mpdol_U,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m7masnA,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",MNXM1548677,,,,m7masnA,,
m7masnB,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",MNXM1548678,,,,m7masnB,,
m7masnC,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",MNXM1548679,,,,m7masnC,,
m7mpdol_L,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m7mpdol_U,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
m8masn,(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),MNXM1548680,,,,m8masn,,
m8mpdol_L,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM1530221,,,,m8mpdol_L,BJWUBPJLKOKNEN-UHFFFAOYSA-N,BJWUBPJLKOKNEN
m8mpdol_U,"(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog",MNXM1530221,,,,m8mpdol_L,BJWUBPJLKOKNEN-UHFFFAOYSA-N,BJWUBPJLKOKNEN
mag_hs,an oxidized 2-acylglycerol,MNXM1133505,167117,,SLM:000782328,mag_hs,,
magarachi_hs,1-Arachidonoylglycerol,MNXM1476127,,HMDB0243830,,magarachi_hs,DCPCOKIYJYGMDN-UHFFFAOYSA-N,DCPCOKIYJYGMDN
maglinl_hs,1-Linoleoylglycerol,MNXM1530222,,,,maglinl_hs,WECGLUPZRHILCT-UHFFFAOYSA-N,WECGLUPZRHILCT
magole_hs,"2,3-Dihydroxypropyl octadec-9-enoate",MNXM1382664,180958,HMDB0254854,,magole_hs,RZRNAYUHWVFMIP-UHFFFAOYSA-N,RZRNAYUHWVFMIP
magpalm_hs,1-hexadecanoyl-sn-glycerol,MNXM1107664,75542,HMDB0011564,SLM:000117188,magpalm_hs,QHZLMUACJMDIAE-SFHVURJKSA-N,QHZLMUACJMDIAE
magste_hs,1-octadecanoyl-sn-glycerol,MNXM730610,75550,HMDB0011131,SLM:000117235,magste_hs,VBICKXHEKHSIBG-FQEVSTJZSA-N,VBICKXHEKHSIBG
mal_L,(S)-malate,MNXM1365772,15589,HMDB0000156,SLM:000598036,mal_L,BJEPYKJPYRNKOW-REOHCLBHSA-L,BJEPYKJPYRNKOW
malACP,carboxylatoacetyl-[acyl-carrier protein],MNXM731937,58107,,,malACP,,
malcoa,malonyl-CoA,MNXM1106093,57384,HMDB0001175,SLM:000000274,malcoa,LTYOQGRJFJAKNA-DVVLENMVSA-I,LTYOQGRJFJAKNA
malt,alpha-D-glucosyl-(1->4)-alpha-D-mannose,MNXM41176,47937,HMDB0000163,,malt,GUBGYTABKSRVRQ-DKBJLJRDSA-N,GUBGYTABKSRVRQ
malthp,alpha-maltoheptaose,MNXM1104130,61954,HMDB0013000,,malthp,BNABBHGYYMZMOA-AHIHXIOASA-N,BNABBHGYYMZMOA
malthx,alpha-maltohexaose,MNXM1364053,61953,HMDB0012253,,M02447,OCIBBXPLUVYKCH-QXVNYKTNSA-N,OCIBBXPLUVYKCH
maltpt,alpha-maltopentaose,MNXM1104039,61952,HMDB0012254,,maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N,FTNIPWXXIGNQQF
malttr,alpha-maltotriose,MNXM1365008,27931,HMDB0001262,,M01678,FYGDTMLNYKFZSV-PXXRMHSHSA-N,FYGDTMLNYKFZSV
maltttr,alpha-maltotetraose,MNXM1365054,61988,HMDB0001296,,M02451,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,LUEWUZLMQUOBSB
man,D-mannose,MNXM1364042,4208,,,man,WQZGKKKJIJFFOK-QTVWNMPRSA-N,WQZGKKKJIJFFOK
man1p,D-Mannose 1-phosphate,MNXM1530223,,,,man1p,HXXFSFRBOHSIMQ-JFNONXLTSA-L,HXXFSFRBOHSIMQ
man6p,beta-D-mannose 6-phosphate,MNXM1103551,49728,HMDB0001078,,man6p,NBSCHQHZLSJFNQ-RWOPYEJCSA-N,NBSCHQHZLSJFNQ
mdz,midazolam,MNXM62123,6931,HMDB0014821,,mdz,DDLIGBOFAVUZHB-UHFFFAOYSA-N,DDLIGBOFAVUZHB
mdzglc,Midazolam-glucuronide,MNXM744791,,,,mdzglc,ULVPQZCKSQYJQR-UHFFFAOYSA-O,ULVPQZCKSQYJQR
melanin,Melanin,MNXM1376170,89634,HMDB0004068,,melanin,XUMBMVFBXHLACL-UHFFFAOYSA-N,XUMBMVFBXHLACL
melatn,melatonin,MNXM726720,16796,HMDB0001389,,melatn,DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE
mem2emgacpail_hs,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)",MNXM1548693,,,,mem2emgacpail_hs,,
mem2emgacpail_prot_hs,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein...",MNXM1548694,,,,mem2emgacpail_prot_hs,,
memgacpail_hs,"(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)",MNXM1548695,,,,memgacpail_hs,,
meoh,methanol,MNXM729799,17790,HMDB0001875,,meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N,OKKJLVBELUTLKV
mepi,(R)-metanephrine,MNXM734904,189646,HMDB0004063,,mepi,JWJCTZKFYGDABJ-VIFPVBQESA-O,JWJCTZKFYGDABJ
meracmp,Acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen,MNXM744792,,,,meracmp,DWMCIRCEXKLKHA-UHFFFAOYSA-N,DWMCIRCEXKLKHA
mercplac,3-mercaptolactic acid,MNXM739426,28580,,,mercplac,OLQOVQTWRIJPRE-REOHCLBHSA-N,OLQOVQTWRIJPRE
mercplaccys,3-mercaptolactic acid-cysteine disulfide,MNXM10053,140723,HMDB0006512,,mercplaccys,MAFDYIDMXCXBRB-WUCPZUCCSA-N,MAFDYIDMXCXBRB
mercppyr,2-oxo-3-sulfanylpropanoate,MNXM1214,57678,HMDB0001368,,mercppyr,OJOLFAIGOXZBCI-UHFFFAOYSA-M,OJOLFAIGOXZBCI
mescoa,2-methylfumaryl-CoA,MNXM1102866,75635,HMDB0060124,,mescoa,LVBVWNJPMXCQJE-CBBDEUQJSA-I,LVBVWNJPMXCQJE
mescon,mesaconate,MNXM1377797,36986,HMDB0000749,,mescon,HNEGQIOMVPPMNR-NSCUHMNNSA-L,HNEGQIOMVPPMNR
met_L,L-methionine,MNXM738804,57844,HMDB0000696,,met_L,FFEARJCKVFRZRR-BYPYZUCNSA-N,FFEARJCKVFRZRR
metargleu,Methionyl-Arginyl-Leucine,MNXM1530224,,,,metargleu,WDTLNWHPIPCMMP-UHFFFAOYSA-O,WDTLNWHPIPCMMP
metasntyr,Methionyl-Asparaginyl-Tyrosine,MNXM744794,,,,metasntyr,HKRYNJSKVLZIFP-HZSPNIEDSA-N,HKRYNJSKVLZIFP
metglntyr,Met-Gln-Tyr,MNXM744795,160682,,,metglntyr,QMIXOTQHYHOUJP-KKUMJFAQSA-N,QMIXOTQHYHOUJP
metglyarg,Methionyl-Glycyl-Arginine,MNXM744796,,,,metglyarg,FYRUJIJAUPHUNB-RKDXNWHRSA-O,FYRUJIJAUPHUNB
methf,"(6R)-5,10-methenyltetrahydrofolate",MNXM1375965,57455,HMDB0001354,,methf,MEANFMOQMXYMCT-OLZOCXBDSA-M,MEANFMOQMXYMCT
methislys,Methionyl-Histidyl-Lysine,MNXM744797,,,,methislys,DYTWOWJWJCBFLE-MCIONIFRSA-O,DYTWOWJWJCBFLE
methsucc,2-methylbutanedioic acid,MNXM1373249,91315,,,methsucc,WXUAQHNMJWJLTG-UHFFFAOYSA-N,WXUAQHNMJWJLTG
methsuccoa,(2S)-methylsuccinyl-CoA,MNXM1105876,84866,,,methsuccoa,OUFHQHVVFSERRI-VKBDFPRVSA-I,OUFHQHVVFSERRI
metmetile,Methionyl-Methionyl-Isoleucine,MNXM744798,,,,metmetile,LLKWSEXLNFBKIF-QBHFIFKDSA-N,LLKWSEXLNFBKIF
metphearg,Methionyl-Phenylalanyl-Arginine,MNXM1530225,,,,metphearg,LNXGEYIEEUZGGH-UHFFFAOYSA-O,LNXGEYIEEUZGGH
mettrpphe,Methionyl-Tryptophanyl-Phenylalanine,MNXM1530226,,,,mettrpphe,HMEVNCOJHJTLNB-UHFFFAOYSA-N,HMEVNCOJHJTLNB
mev_R,(R)-mevalonate,MNXM1365211,36464,HMDB0000227,SLM:000000300,mev_R,KJTLQQUUPVSXIM-ZCFIWIBFSA-M,KJTLQQUUPVSXIM
mg2,Mg(2+),MNXM653,18420,HMDB0000547,,mg2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,JLVVSXFLKOJNIY
mgacpail_hs,mannosyl-glucosaminyl-acylphosphatidylinositiol (H2),MNXM1548698,,,,mgacpail_hs,,
mhglz,N-[[(hexahydrocyclopenta[c]pyrrol-2(1H)-yl)amino]carbonyl]-4-(hydroxymethyl)-Benzenesulfonamide,MNXM128034,188229,HMDB0014029,,mhglz,IHCHVBQHVIUSTM-UHFFFAOYSA-N,IHCHVBQHVIUSTM
mhista,N(tau)-methylhistamine,MNXM733449,58600,HMDB0000898,,mhista,FHQDWPCFSJMNCT-UHFFFAOYSA-O,FHQDWPCFSJMNCT
mi13456p,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate",MNXM1364867,57733,HMDB0003529,,mi13456p,CTPQAXVNYGZUAJ-KXXVROSKSA-D,CTPQAXVNYGZUAJ
mi1345p,"1D-myo-inositol 1,3,4,5-tetrakisphosphate",MNXM1364749,57895,HMDB0001059,,mi1345p,CIPFCGZLFXVXBG-CNWJWELYSA-F,CIPFCGZLFXVXBG
mi1346p,"1D-myo-inositol 1,3,4,6-tetrakisphosphate",MNXM1104928,57660,HMDB0001187,,mi1346p,ZAWIXNGTTZTBKV-JMVOWJSSSA-F,ZAWIXNGTTZTBKV
mi134p,"1D-myo-inositol 1,3,4-trisphosphate",MNXM1364718,58414,HMDB0001143,,mi134p,MMWCIQZXVOZEGG-MLQGYMEPSA-H,MMWCIQZXVOZEGG
mi13p,"1D-myo-inositol 1,3-bisphosphate",MNXM1364726,83242,HMDB0006234,,mi13p,PUVHMWJJTITUGO-FICORBCRSA-J,PUVHMWJJTITUGO
mi1456p,"1D-myo-inositol 1,4,5,6-tetrakisphosphate",MNXM1364442,57627,HMDB0004527,,mi1456p,MRVYFOANPDTYBY-YORTWTKJSA-F,MRVYFOANPDTYBY
mi145p,"1D-myo-inositol 1,4,5-trisphosphate",MNXM1364717,203600,HMDB0001498,,mi145p,MMWCIQZXVOZEGG-XJTPDSDZSA-H,MMWCIQZXVOZEGG
mi14p,"1D-myo-inositol 1,4-bisphosphate",MNXM1364817,58282,HMDB0000968,,mi14p,PELZSPZCXGTUMR-RTPHHQFDSA-J,PELZSPZCXGTUMR
mi1p_D,1D-myo-inositol 1-phosphate,MNXM1366972,58433,HMDB0000213,,mi1p_D,INAPMGSXUVUWAF-UOTPTPDRSA-L,INAPMGSXUVUWAF
mi3456p,"1D-myo-inositol 3,4,5,6-tetrakisphosphate",MNXM1364441,57539,HMDB0003848,,mi3456p,MRVYFOANPDTYBY-UZAAGFTCSA-F,MRVYFOANPDTYBY
mi34p,"1D-myo-inositol 3,4-bisphosphate",MNXM1364598,83241,HMDB0006235,,mi34p,MCKAJXMRULSUKI-CNWJWELYSA-J,MCKAJXMRULSUKI
mi3p_D,1D-myo-inositol 3-phosphate,MNXM1366971,58401,HMDB0006814,,mi3p_D,INAPMGSXUVUWAF-PTQMNWPWSA-L,INAPMGSXUVUWAF
mi4p_D,1D-myo-inositol 4-phosphate,MNXM1366973,58469,HMDB0001313,,mi4p_D,INAPMGSXUVUWAF-CNWJWELYSA-L,INAPMGSXUVUWAF
micit,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",MNXM1104204,57429,HMDB0006471,,micit,HHKPKXCSHMJWCF-WVBDSBKLSA-K,HHKPKXCSHMJWCF
minohp,1D-myo-inositol hexakisphosphate,MNXM1106105,58130,HMDB0003502,,inoshp,IMQLKJBTEOYOSI-GPIVLXJGSA-B,IMQLKJBTEOYOSI
mlthf,"(6R)-5,10-methylene-5,6,7,8-tetrahydrofolate",MNXM1364537,15636,HMDB0001533,,mlthf,QYNUQALWYRSVHF-OLZOCXBDSA-L,QYNUQALWYRSVHF
mma,methylamine,MNXM255,59338,HMDB0000164,,mma,BAVYZALUXZFZLV-UHFFFAOYSA-O,BAVYZALUXZFZLV
mmcoa_R,(R)-methylmalonyl-CoA,MNXM738783,57326,,SLM:000485354,mmcoa_R,MZFOKIKEPGUZEN-AGCMQPJKSA-I,MZFOKIKEPGUZEN
mmcoa_S,(S)-methylmalonyl-CoA,MNXM1107904,57327,,SLM:000485355,mmcoa_S,MZFOKIKEPGUZEN-IBNUZSNCSA-I,MZFOKIKEPGUZEN
mn,alpha-D-Manp-(1->4)-beta-D-GlcpNAc,MNXM1365152,150430,,,mn,KFEUJDWYNGMDBV-MMOUBBDDSA-N,KFEUJDWYNGMDBV
mpdol_L,"Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM1101246,,HMDB0011673,,mpdol_L,CMBCFQGXXHOGEH-LSMBNOQWSA-L,CMBCFQGXXHOGEH
mpdol_U,"beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog",MNXM1530228,,,,mpdol_U,CMBCFQGXXHOGEH-UHFFFAOYSA-L,CMBCFQGXXHOGEH
mqn10,menaquinone-10,MNXM19276,,,,mqn10,OCQQATZYCNAKQB-UQUNHUMXSA-N,OCQQATZYCNAKQB
mqn11,menaquinone-11,MNXM19277,,,,mqn11,YYDMANIEKFAEJC-RYZSZPJESA-N,YYDMANIEKFAEJC
mqn7,menaquinone-7,MNXM12236,44245,,,mqn7,RAKQPZMEYJZGPI-LJWNYQGCSA-N,RAKQPZMEYJZGPI
mqn8,menaquinone-8,MNXM1375958,44027,,,mqn8,LXKDFTDVRVLXFY-WQWYCSGDSA-N,LXKDFTDVRVLXFY
mqn9,menaquinone-9,MNXM1373376,44147,,,mqn9,WCRXHNIUHQUASO-UVZVDVBNSA-N,WCRXHNIUHQUASO
msa,3-oxopropanoate,MNXM1373667,33190,HMDB0011111,,msa,OAKURXIZZOAYBC-UHFFFAOYSA-M,OAKURXIZZOAYBC
mthgxl,methylglyoxal,MNXM310,17158,HMDB0001167,,mthgxl,AIJULSRZWUXGPQ-UHFFFAOYSA-N,AIJULSRZWUXGPQ
mvlac,(S)-mevalonolactone,MNXM1373380,194428,HMDB0006024,,mvlac,JYVXNLLUYHCIIH-LURJTMIESA-N,JYVXNLLUYHCIIH
myelin_hs,Myelin Sheath,MNXM1548723,,,,myelin_hs,,
myrsACP,Tetradecanoyl-[acp],MNXM728548,50651,,,myrsACP,,
N1aspmd,N(1)-acetylspermidine,MNXM501,58324,HMDB0001276,,N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P,MQTAVJHICJWXBR
N1sprm,N(1)-acetylspermine,MNXM600,58101,HMDB0001186,,N1sprm,GUNURVWAJRRUAV-UHFFFAOYSA-Q,GUNURVWAJRRUAV
n2m2masn,N-acetyl-D-glucosaminyldiphosphodolichol,MNXM727420,18278,,,n2m2masn,NSVKTXNITHYTDN-QQFUYBAXSA-N,NSVKTXNITHYTDN
n2m2mn,"de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)",MNXM1548729,,,,n2m2mn,,
n2m2nm,n2m2nmasn (w/o peptide linkage),MNXM1548730,,,,n2m2nm,,
n2m2nmasn,"N,N'-diacetylchitobiosyldiphosphodolichol",MNXM738982,12427,,,n2m2nmasn,QBRZRKKUHJLMCY-HRUJLXCPSA-N,QBRZRKKUHJLMCY
n2m2nmn,reducing GlcNAc removed form of n2m2nmasn (w/o peptide),MNXM1548731,,,,n2m2nmn,,
n3m2masn,((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM1548733,,,,n3m2masn,,
n4abutn,4-acetamidobutanal,MNXM1527,7386,HMDB0004226,,n4abutn,DDSLGZOYEPKPSJ-UHFFFAOYSA-N,DDSLGZOYEPKPSJ
n4m2masn,((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM1548734,,,,n4m2masn,,
n5m2masn,((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM1548735,,,,n5m2masn,,
n8aspmd,N(8)-acetylspermidine,MNXM1679,58535,HMDB0002189,,n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P,FONIWJIDLJEJTL
na1,Na(+),MNXM27,29101,HMDB0000588,,na1,FKNQFGJONOIPTF-UHFFFAOYSA-N,FKNQFGJONOIPTF
nac,nicotinate,MNXM274,32544,HMDB0001488,,nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,PVNIIMVLHYAWGP
Nacasp,N-acetyl-L-aspartate,MNXM165657,16953,HMDB0000812,,Nacasp,OTCCIMWXFLJLIA-BYPYZUCNSA-L,OTCCIMWXFLJLIA
Nacsertn,N-acetylserotonin,MNXM731095,17697,HMDB0001238,SLM:000597718,Nacsertn,MVAWJSIDNICKHF-UHFFFAOYSA-N,MVAWJSIDNICKHF
nacvanala,N-Acetylvanilalanine,MNXM63589,88403,HMDB0011716,,nacvanala,UKDKTHYZLXZOSS-UHFFFAOYSA-N,UKDKTHYZLXZOSS
nad,NAD(+),MNXM1371233,57540,HMDB0000902,,nad,BAWFJGJZGIEFAR-NNYOXOHSSA-M,BAWFJGJZGIEFAR
nadh,NADH,MNXM1363379,57945,HMDB0001487,,nadh,BOPGDPNILDQYTO-NNYOXOHSSA-L,BOPGDPNILDQYTO
nadp,NADP(+),MNXM1372860,58349,HMDB0000217,,nadp,XJLXINKUBYWONI-NNYOXOHSSA-K,XJLXINKUBYWONI
nadph,NADPH,MNXM1378066,57783,HMDB0000221,,nadph,ACFIXJIJDZMPPO-NNYOXOHSSA-J,ACFIXJIJDZMPPO
naglc2p_L,"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",MNXM1103899,,,,naglc2p_L,NSVKTXNITHYTDN-QQFUYBAXSA-L,NSVKTXNITHYTDN
naglc2p_U,"N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog",MNXM1103899,,,,naglc2p_L,NSVKTXNITHYTDN-QQFUYBAXSA-L,NSVKTXNITHYTDN
napqi,"N-acetyl-1,4-benzoquinone imine",MNXM4048,29132,HMDB0060946,,napqi,URNSECGXFRDEDC-UHFFFAOYSA-N,URNSECGXFRDEDC
ncam,nicotinamide,MNXM216,17154,HMDB0001406,,ncam,DFPAKSUCGFBDDF-UHFFFAOYSA-N,DFPAKSUCGFBDDF
ndersv,N-desmethyl-rosuvastatin,MNXM1530232,,,,ndersv,BNGNIBDUZKLMKX-KZLSPNFISA-J,BNGNIBDUZKLMKX
Ndmelys,"Ne,Ne dimethyllysine",MNXM1376950,172425,HMDB0013287,,Ndmelys,XXEWFEBMSGLYBY-UHFFFAOYSA-N,XXEWFEBMSGLYBY
neuromelanin,"5,6-dihydroxyindole",MNXM730705,27404,HMDB0004058,,CE4888,SGNZYJXNUURYCH-UHFFFAOYSA-N,SGNZYJXNUURYCH
nfd,nifedipine,MNXM1103904,7565,HMDB0015247,,nfd,HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT
nfdac,acid metabolite of nifedipine,MNXM1548741,,,,nfdac,,
nfdlac,lactone form of nifedipine,MNXM1548742,,,,nfdlac,,
nfdnpy,Nitropyridine metabolite of nifedipine,MNXM1548743,,,,nfdnpy,,
nfdoh,hydroxy metabolite of nifedipine,MNXM1548744,,,,nfdoh,,
nformanth,N-formylanthranilate,MNXM2265,18410,HMDB0004089,,nformanth,LLLPDUXGHXIXIW-UHFFFAOYSA-M,LLLPDUXGHXIXIW
nh4,NH4(+),MNXM729302,28938,HMDB0000051,,nh3,QGZKDVFQNNGYKY-UHFFFAOYSA-O,QGZKDVFQNNGYKY
nicrns,beta-D-ribosylnicotinate,MNXM1102169,58527,HMDB0006809,,nicrns,PUEDDPCUCPRQNY-ZYUZMQFOSA-N,PUEDDPCUCPRQNY
